cet_score,jee_score,caste,annual_income,EWS,TFWS,branch,admission_taken,fee_type,target
70,96,OPEN,970793,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
97,99,OPEN,641770,1,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
69,97,OPEN,154225,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
57,70,OPEN,289921,0,0,BIOM,Admitted,Normal,BIOM_Admitted_Normal
56,48,OBC,699142,0,0,None,NotAdmitted,None,None_NotAdmitted_None
52,78,OPEN,665544,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
66,96,SC,340617,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
82,92,ST,208721,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
97,62,OBC,705398,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
61,84,SC,213606,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
100,79,OPEN,638938,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
71,85,OPEN,277190,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
71,73,SC,128930,0,1,CMPN,Admitted,SC,CMPN_Admitted_SC
95,96,OPEN,841067,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
79,73,OBC,360102,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
87,82,OPEN,462544,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
87,86,OBC,373945,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
94,65,ST,675648,0,1,CMPN,Admitted,ST,CMPN_Admitted_ST
100,86,ST,974340,0,1,CMPN,Admitted,ST,CMPN_Admitted_ST
57,57,SC,247631,0,0,EXTC,Admitted,SC,EXTC_Admitted_SC
76,93,SC,394478,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
76,85,OBC,336545,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
83,61,OBC,113288,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
70,100,OPEN,777758,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
79,53,OPEN,307302,0,1,BIOM,Admitted,TFWS,BIOM_Admitted_TFWS
82,85,OPEN,898623,0,1,INFT,Admitted,TFWS,INFT_Admitted_TFWS
77,45,ST,380195,0,1,INFT,Admitted,ST,INFT_Admitted_ST
96,46,OPEN,161715,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
82,92,OBC,110737,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
54,73,OBC,689428,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
97,77,OBC,780611,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
68,54,SC,282047,0,0,EXTC,Admitted,SC,EXTC_Admitted_SC
53,94,OPEN,367291,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
84,84,OBC,674796,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
98,65,SC,414368,0,1,CMPN,Admitted,SC,CMPN_Admitted_SC
66,72,OPEN,381787,0,1,BIOM,Admitted,TFWS,BIOM_Admitted_TFWS
93,55,OPEN,401111,0,1,INFT,Admitted,TFWS,INFT_Admitted_TFWS
77,99,OBC,203535,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
79,78,SC,927165,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
78,52,OPEN,396952,0,0,BIOM,Admitted,Normal,BIOM_Admitted_Normal
95,66,SC,612438,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
55,52,SC,822648,0,0,BIOM,Admitted,SC,BIOM_Admitted_SC
84,93,OPEN,683247,0,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
90,59,ST,495065,0,1,CMPN,Admitted,ST,CMPN_Admitted_ST
86,61,SC,430322,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
73,67,SC,822496,0,0,INFT,Admitted,SC,INFT_Admitted_SC
78,68,SC,291812,0,0,INFT,Admitted,SC,INFT_Admitted_SC
98,89,OPEN,212255,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
95,63,OPEN,710610,0,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
80,49,OPEN,930997,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
84,76,OPEN,608522,1,0,EXTC,Admitted,EWS,EXTC_Admitted_EWS
82,88,OPEN,101132,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
70,45,ST,793619,0,0,EXCS,Admitted,ST,EXCS_Admitted_ST
81,67,SC,851972,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
72,81,OBC,950100,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
82,52,ST,359427,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
52,57,SC,531779,0,0,EXTC,Admitted,SC,EXTC_Admitted_SC
67,52,OPEN,585443,1,0,None,NotAdmitted,None,None_NotAdmitted_None
74,67,OPEN,733123,1,0,None,NotAdmitted,None,None_NotAdmitted_None
91,87,OBC,242003,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
80,45,SC,882516,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
52,89,OPEN,697457,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
89,95,OBC,360529,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
95,68,OPEN,543855,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
73,79,SC,353608,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
99,68,SC,858673,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
81,61,SC,814261,0,1,CMPN,Admitted,SC,CMPN_Admitted_SC
96,49,ST,724705,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
71,64,SC,625332,0,0,EXCS,Admitted,SC,EXCS_Admitted_SC
72,65,ST,277763,0,0,INFT,Admitted,ST,INFT_Admitted_ST
51,84,ST,331807,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
76,75,SC,124363,0,1,CMPN,Admitted,SC,CMPN_Admitted_SC
91,90,OBC,408838,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
51,80,OPEN,494798,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
75,55,OPEN,907733,1,1,BIOM,Admitted,TFWS,BIOM_Admitted_TFWS
66,96,OBC,436473,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
89,59,OPEN,101620,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
82,63,OPEN,424368,1,0,EXTC,Admitted,EWS,EXTC_Admitted_EWS
58,51,ST,549871,0,0,BIOM,Admitted,ST,BIOM_Admitted_ST
92,95,ST,195419,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
97,72,SC,792894,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
88,95,OPEN,596712,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
78,87,OPEN,826989,0,1,INFT,Admitted,TFWS,INFT_Admitted_TFWS
91,49,OPEN,942288,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
75,49,OPEN,280324,0,0,BIOM,Admitted,Normal,BIOM_Admitted_Normal
84,74,OPEN,417953,1,0,EXTC,Admitted,EWS,EXTC_Admitted_EWS
99,98,OPEN,646547,0,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
74,76,ST,120655,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
73,52,SC,550400,0,0,EXCS,Admitted,SC,EXCS_Admitted_SC
62,54,OPEN,121602,1,0,None,NotAdmitted,None,None_NotAdmitted_None
56,82,OPEN,972377,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
85,91,OBC,766470,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
94,76,OPEN,987278,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
69,92,ST,442962,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
50,72,OPEN,625825,0,0,BIOM,Admitted,Normal,BIOM_Admitted_Normal
57,61,OPEN,510354,1,0,None,NotAdmitted,None,None_NotAdmitted_None
95,75,OPEN,880498,0,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
65,52,OPEN,801562,0,0,None,NotAdmitted,None,None_NotAdmitted_None
63,84,OBC,271236,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
61,69,SC,189743,0,0,INFT,Admitted,SC,INFT_Admitted_SC
100,53,OBC,547875,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
72,46,OPEN,186155,0,0,None,NotAdmitted,None,None_NotAdmitted_None
64,59,OBC,189846,0,0,EXTC,Admitted,OBC,EXTC_Admitted_OBC
77,94,OBC,858795,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
83,47,ST,392706,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
51,93,OPEN,914468,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
81,80,OPEN,816112,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
72,48,OBC,960665,0,0,EXCS,Admitted,OBC,EXCS_Admitted_OBC
71,58,OBC,707337,0,1,EXCS,Admitted,OBC,EXCS_Admitted_OBC
100,85,OPEN,339647,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
74,85,OPEN,430825,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
71,69,OPEN,389962,0,0,None,NotAdmitted,None,None_NotAdmitted_None
71,99,ST,948964,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
98,94,OPEN,419849,1,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
91,54,ST,644392,0,1,CMPN,Admitted,ST,CMPN_Admitted_ST
55,65,OBC,486480,0,0,INFT,Admitted,OBC,INFT_Admitted_OBC
64,80,ST,752192,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
92,56,SC,956035,0,1,CMPN,Admitted,SC,CMPN_Admitted_SC
86,71,OPEN,726787,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
82,84,ST,945457,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
57,46,OPEN,851624,0,0,None,NotAdmitted,None,None_NotAdmitted_None
93,98,ST,918749,0,1,CMPN,Admitted,ST,CMPN_Admitted_ST
93,57,OBC,524632,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
54,97,OPEN,273084,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
88,76,OBC,624156,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
53,75,ST,992017,0,1,CMPN,Admitted,ST,CMPN_Admitted_ST
55,60,OPEN,561261,1,0,None,NotAdmitted,None,None_NotAdmitted_None
94,76,OBC,776760,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
81,76,SC,410414,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
79,78,SC,303141,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
96,55,OPEN,743703,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
84,54,OPEN,543049,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
89,59,OPEN,294716,1,1,EXCS,Admitted,TFWS,EXCS_Admitted_TFWS
65,61,OBC,704494,0,0,EXCS,Admitted,OBC,EXCS_Admitted_OBC
62,84,OPEN,431612,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
99,62,ST,290545,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
91,99,OPEN,531544,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
79,53,OBC,530000,0,0,INFT,Admitted,OBC,INFT_Admitted_OBC
68,69,OPEN,123723,0,0,None,NotAdmitted,None,None_NotAdmitted_None
66,84,OPEN,947078,1,1,EXCS,Admitted,TFWS,EXCS_Admitted_TFWS
68,58,OPEN,821615,0,0,None,NotAdmitted,None,None_NotAdmitted_None
77,69,OPEN,624362,0,0,BIOM,Admitted,Normal,BIOM_Admitted_Normal
75,94,OBC,879533,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
86,66,ST,388642,0,1,CMPN,Admitted,ST,CMPN_Admitted_ST
75,96,OBC,820882,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
72,74,ST,721169,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
58,64,ST,513757,0,0,EXCS,Admitted,ST,EXCS_Admitted_ST
61,65,OBC,670217,0,1,INFT,Admitted,OBC,INFT_Admitted_OBC
50,88,SC,223199,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
50,76,OBC,331525,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
96,95,OPEN,388172,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
83,90,SC,129545,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
81,93,OPEN,703857,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
97,100,OBC,131673,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
74,65,SC,524190,0,0,INFT,Admitted,SC,INFT_Admitted_SC
89,79,OPEN,552115,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
94,76,OPEN,516313,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
50,74,ST,988943,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
65,99,OBC,455288,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
88,83,OPEN,426968,0,1,EXCS,Admitted,TFWS,EXCS_Admitted_TFWS
54,93,OBC,123525,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
71,56,OBC,682092,0,0,EXCS,Admitted,OBC,EXCS_Admitted_OBC
78,85,OBC,246115,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
52,91,ST,666134,0,1,CMPN,Admitted,ST,CMPN_Admitted_ST
61,62,OBC,177261,0,0,EXCS,Admitted,OBC,EXCS_Admitted_OBC
75,65,OPEN,857600,0,0,BIOM,Admitted,Normal,BIOM_Admitted_Normal
65,57,SC,600827,0,0,EXTC,Admitted,SC,EXTC_Admitted_SC
100,65,ST,284100,0,1,CMPN,Admitted,ST,CMPN_Admitted_ST
86,52,OPEN,915915,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
71,90,OPEN,107265,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
78,84,OPEN,909195,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
63,90,OBC,306724,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
77,51,OBC,115733,0,0,INFT,Admitted,OBC,INFT_Admitted_OBC
54,67,OBC,998628,0,0,INFT,Admitted,OBC,INFT_Admitted_OBC
96,88,ST,715326,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
98,76,SC,399564,0,1,CMPN,Admitted,SC,CMPN_Admitted_SC
79,55,OPEN,764607,0,0,BIOM,Admitted,Normal,BIOM_Admitted_Normal
95,66,OPEN,558365,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
54,66,OPEN,121058,1,0,None,NotAdmitted,None,None_NotAdmitted_None
61,87,OPEN,346301,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
65,69,OBC,397073,0,1,INFT,Admitted,OBC,INFT_Admitted_OBC
75,66,ST,262434,0,0,INFT,Admitted,ST,INFT_Admitted_ST
75,72,OPEN,710777,0,0,BIOM,Admitted,Normal,BIOM_Admitted_Normal
97,73,OBC,708952,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
70,57,SC,802716,0,1,EXCS,Admitted,SC,EXCS_Admitted_SC
88,62,OPEN,177597,0,1,EXCS,Admitted,TFWS,EXCS_Admitted_TFWS
85,46,OPEN,892473,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
82,73,OPEN,178209,1,0,EXTC,Admitted,EWS,EXTC_Admitted_EWS
79,65,OPEN,882397,1,0,BIOM,Admitted,EWS,BIOM_Admitted_EWS
86,59,ST,292941,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
72,96,OPEN,776419,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
59,71,OPEN,724152,1,0,BIOM,Admitted,EWS,BIOM_Admitted_EWS
54,94,OBC,248620,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
85,75,ST,508294,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
83,59,OPEN,498635,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
80,95,OPEN,266562,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
59,67,OPEN,307158,0,0,None,NotAdmitted,None,None_NotAdmitted_None
68,68,OPEN,739446,0,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
81,88,OPEN,101468,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
50,57,OBC,386453,0,0,EXTC,Admitted,OBC,EXTC_Admitted_OBC
54,66,OPEN,172255,0,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
94,87,OPEN,882366,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
53,81,SC,968331,0,1,CMPN,Admitted,SC,CMPN_Admitted_SC
65,77,OPEN,653006,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
73,100,OPEN,325409,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
65,47,OPEN,339967,1,0,None,NotAdmitted,None,None_NotAdmitted_None
51,98,ST,793201,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
98,63,OPEN,838925,0,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
77,67,ST,468697,0,0,INFT,Admitted,ST,INFT_Admitted_ST
81,73,SC,936713,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
76,74,OPEN,475595,1,0,BIOM,Admitted,EWS,BIOM_Admitted_EWS
69,83,ST,347113,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
73,88,OPEN,887199,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
61,91,OPEN,497111,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
99,69,SC,682314,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
84,81,SC,667256,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
82,91,OBC,795457,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
82,52,OPEN,508548,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
100,86,OPEN,245693,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
92,60,SC,701158,0,1,CMPN,Admitted,SC,CMPN_Admitted_SC
86,52,OPEN,642462,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
61,45,OPEN,985621,1,0,None,NotAdmitted,None,None_NotAdmitted_None
52,88,OPEN,664790,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
50,49,OPEN,398818,0,0,None,NotAdmitted,None,None_NotAdmitted_None
82,47,ST,661548,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
89,45,OPEN,822969,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
59,48,ST,804824,0,0,None,NotAdmitted,None,None_NotAdmitted_None
92,84,OPEN,696093,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
93,79,SC,295991,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
78,76,OPEN,883924,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
62,86,OPEN,285541,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
61,78,OPEN,117194,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
80,87,OPEN,782171,1,1,INFT,Admitted,TFWS,INFT_Admitted_TFWS
95,69,OBC,958809,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
51,54,ST,755152,0,0,BIOM,Admitted,ST,BIOM_Admitted_ST
100,65,OBC,618953,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
99,90,OPEN,668011,0,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
84,83,OPEN,331408,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
72,71,OPEN,568451,1,0,BIOM,Admitted,EWS,BIOM_Admitted_EWS
66,71,OBC,342113,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
75,46,SC,176298,0,0,INFT,Admitted,SC,INFT_Admitted_SC
57,85,ST,683526,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
78,92,OPEN,359425,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
75,57,OBC,729721,0,1,INFT,Admitted,OBC,INFT_Admitted_OBC
59,53,OPEN,610609,1,0,None,NotAdmitted,None,None_NotAdmitted_None
75,96,OBC,207092,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
83,80,OBC,364291,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
100,66,OBC,329991,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
90,86,OBC,400589,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
56,70,OPEN,809163,0,0,BIOM,Admitted,Normal,BIOM_Admitted_Normal
53,98,SC,292180,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
99,56,OPEN,730458,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
94,61,OBC,447761,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
60,58,OPEN,313482,1,0,None,NotAdmitted,None,None_NotAdmitted_None
78,58,OBC,939934,0,1,INFT,Admitted,OBC,INFT_Admitted_OBC
85,78,ST,741404,0,1,CMPN,Admitted,ST,CMPN_Admitted_ST
74,97,ST,924187,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
70,64,SC,764093,0,0,EXCS,Admitted,SC,EXCS_Admitted_SC
85,55,OBC,895911,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
59,60,SC,699649,0,1,EXCS,Admitted,SC,EXCS_Admitted_SC
86,95,OBC,776664,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
58,75,ST,528910,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
73,99,OPEN,224232,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
84,50,ST,992018,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
98,100,ST,181171,0,1,CMPN,Admitted,ST,CMPN_Admitted_ST
84,63,SC,476295,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
97,81,OPEN,186296,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
85,48,OPEN,240562,1,0,EXCS,Admitted,EWS,EXCS_Admitted_EWS
67,91,ST,252324,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
98,48,OPEN,598506,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
88,64,ST,762222,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
81,54,OPEN,341535,0,0,EXTC,Admitted,Normal,EXTC_Admitted_Normal
73,68,OPEN,432103,0,0,None,NotAdmitted,None,None_NotAdmitted_None
72,98,ST,503666,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
81,79,OBC,418166,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
86,70,OBC,883258,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
61,81,OBC,948423,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
98,82,OPEN,271999,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
62,65,SC,855737,0,0,INFT,Admitted,SC,INFT_Admitted_SC
72,98,OPEN,411997,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
74,84,ST,131826,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
84,83,ST,929311,0,1,CMPN,Admitted,ST,CMPN_Admitted_ST
90,65,OPEN,812625,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
79,54,SC,696649,0,0,INFT,Admitted,SC,INFT_Admitted_SC
66,82,OBC,340028,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
98,90,OPEN,440134,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
69,48,ST,451931,0,1,EXTC,Admitted,ST,EXTC_Admitted_ST
97,89,OPEN,317256,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
74,64,OPEN,140736,1,1,CMPN,PartiallyAdmitted,TFWS,CMPN_PartiallyAdmitted_TFWS
71,61,OBC,386674,0,1,EXCS,Admitted,OBC,EXCS_Admitted_OBC
62,99,OBC,309124,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
68,51,OBC,278130,0,1,EXTC,Admitted,OBC,EXTC_Admitted_OBC
98,48,SC,730368,0,1,CMPN,Admitted,SC,CMPN_Admitted_SC
85,73,OBC,567310,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
61,58,OBC,436399,0,0,EXTC,Admitted,OBC,EXTC_Admitted_OBC
90,47,OPEN,760246,0,0,INFT,Admitted,Normal,INFT_Admitted_Normal
68,68,OPEN,488742,0,0,None,NotAdmitted,None,None_NotAdmitted_None
61,81,OPEN,324793,1,1,EXCS,Admitted,TFWS,EXCS_Admitted_TFWS
58,60,OPEN,742911,1,0,None,NotAdmitted,None,None_NotAdmitted_None
56,99,OBC,399531,0,1,CMPN,Admitted,OBC,CMPN_Admitted_OBC
77,96,OPEN,776935,0,1,CMPN,Admitted,TFWS,CMPN_Admitted_TFWS
63,48,OPEN,736548,0,0,None,NotAdmitted,None,None_NotAdmitted_None
80,100,OPEN,532859,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
68,68,ST,553572,0,0,INFT,Admitted,ST,INFT_Admitted_ST
96,78,ST,501072,0,0,CMPN,Admitted,ST,CMPN_Admitted_ST
65,74,OBC,531385,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
54,62,ST,791150,0,1,EXCS,Admitted,ST,EXCS_Admitted_ST
84,63,SC,393132,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
61,75,OBC,603195,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
74,63,OPEN,438592,1,0,None,NotAdmitted,None,None_NotAdmitted_None
70,93,SC,475574,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
85,90,SC,843264,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
72,63,OBC,560522,0,0,EXCS,Admitted,OBC,EXCS_Admitted_OBC
65,66,SC,765329,0,0,INFT,Admitted,SC,INFT_Admitted_SC
88,68,OBC,374548,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
94,89,SC,502205,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
91,56,ST,558521,0,1,CMPN,Admitted,ST,CMPN_Admitted_ST
88,74,OPEN,529199,0,0,EXCS,Admitted,Normal,EXCS_Admitted_Normal
63,82,SC,865644,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
80,97,OPEN,270534,0,0,CMPN,Admitted,Normal,CMPN_Admitted_Normal
54,75,OBC,381504,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
84,80,SC,972089,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
72,63,OPEN,519503,0,0,None,NotAdmitted,None,None_NotAdmitted_None
78,92,OBC,296544,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
92,89,OPEN,346512,1,0,INFT,Admitted,EWS,INFT_Admitted_EWS
60,80,OBC,864325,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
67,74,OPEN,134160,0,0,BIOM,Admitted,Normal,BIOM_Admitted_Normal
96,99,SC,368933,0,0,CMPN,Admitted,SC,CMPN_Admitted_SC
61,93,OPEN,258253,1,0,CMPN,Admitted,EWS,CMPN_Admitted_EWS
58,99,OBC,769745,0,0,CMPN,Admitted,OBC,CMPN_Admitted_OBC
59,77,OPEN,969029,1,1,EXTC,Admitted,TFWS,EXTC_Admitted_TFWS
